This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201712 CRSP database.,,,,,,,,,,,,,,,,,
197509,-3.39,-3.94,-3.89,-5.88,-2.29,-4.03,-1.19,-2.47,-5.63,-5.91,-5.83,-3.2,-1.89,-3.55,-4.61,-0.85,-1.85
197510,4.97,4.53,6.47,7.46,6.32,7.25,4.05,6.05,7,8.05,6.61,4.19,7.22,6.91,7.67,3.52,5.08
197511,2.1,3.76,2.65,3.06,4.15,2.57,3.14,3.6,1.46,3.72,2.1,2.25,4.94,2.11,3.13,3.47,2.53
197512,-0.47,-1.67,-0.14,-2.47,-0.74,-2.08,-0.11,-0.19,-0.09,-2.62,-2.25,-0.89,-0.67,-2.07,-2.1,-0.42,0.5
197601,12.74,14.75,13.73,13.16,11.43,12.35,10.77,12.3,15.56,11.75,15.23,10.65,11.74,12.07,12.68,9.96,12.33
197602,1.33,2.85,0.58,0.19,-0.79,1.08,-0.41,-0.63,2.08,1.3,-1.41,-4.03,0.51,1.41,0.68,-0.99,0.66
197603,3.72,1.07,3.32,2.54,2.93,1.88,2.81,5.98,0.12,3.36,1.35,4.26,2.42,2.3,1.37,3.39,1.76
197604,-1.36,-0.37,-2.26,-0.62,-1.01,-1.61,-0.6,-2.48,-1.99,-1.39,0.53,-2.2,-0.54,-2.19,-0.92,-0.56,-0.67
197605,0.09,-2.07,-0.54,-1.92,-0.93,-1.79,0.4,-1.06,0.13,-3.02,-0.3,-0.44,-1.12,-1.37,-2.31,0.08,0.99
197606,6,4.74,4.1,3.27,5.38,4.51,4.25,2.61,5.97,2.03,5.02,5.35,5.39,5.03,3.88,4.4,3.96
197607,0.44,0.44,-1.09,-0.84,-1.07,-1.12,0.94,-1.09,-1.08,0.08,-1.72,-0.36,-1.65,-2.03,-0.57,2.25,-0.85
197608,-1.09,-1.34,0.02,-0.63,0.15,0.53,1.44,0.13,-0.16,-1.22,-0.05,0.92,-0.49,-1.04,1.44,1.21,1.77
197609,3.42,2.78,2.72,0.98,2.59,2.98,3.52,1.68,4.44,0.87,1.08,2.05,3.05,2.9,3.02,3.74,3.22
197610,-1.82,-1.68,-2.75,-1.82,-3.03,-1.37,-1.33,-3.22,-2,-1.65,-1.98,-3.29,-2.82,-3.1,-0.37,-1.1,-1.66
197611,2.51,2.24,-0.16,-0.79,-0.7,2.34,2.33,-0.72,0.73,-0.97,-0.61,-2.54,0.82,2.3,2.37,2.31,2.35
197612,8.23,8.4,6.8,5.57,4.9,4.58,5.61,5.89,8.24,5.23,5.91,5.2,4.65,4.74,4.5,4.68,6.94
197701,-0.98,-0.78,-3.52,-7.5,-4.61,-3.54,-1.69,-3.53,-3.5,-7.23,-7.76,-5.8,-3.64,-6.5,-1.87,-2.39,-0.72
197702,-2.51,-1.69,-1.86,-1.15,-1.81,-1.08,-2.18,-1.48,-2.46,-1.19,-1.1,-2.54,-1.23,-2.13,-0.52,-1.74,-2.77
197703,-0.57,-0.48,-2.22,-0.67,-1.24,-1.12,0.22,-2.09,-2.43,-0.53,-0.8,-1.71,-0.88,-1.84,-0.75,-0.14,0.7
197704,1.97,1.57,0.88,-0.75,-1,0.98,1.22,-0.18,2.56,-0.86,-0.64,-1.28,-0.78,1.54,0.69,-0.06,2.97
197705,-0.92,0.72,-1.62,-1.96,-2.05,-0.42,0.52,-2.36,-0.49,-1.87,-2.05,-1.87,-2.18,-1.77,0.28,1.33,-0.55
197706,5.8,4.72,5.13,5.26,6.05,3.87,4.97,5.55,4.48,5.95,4.59,4.87,6.96,4.72,3.42,4.92,5.03
197707,-1.64,-0.32,-1.4,-2.13,-0.91,-1.62,-0.63,-2.41,-0.71,-2.74,-1.37,-0.11,-2.31,-1.31,-1.75,0.25,-1.78
197708,-0.47,-1.52,-1.34,-0.78,-0.25,-2.55,-1.89,0.1,-2.31,-2.07,0.82,0.57,-1.74,-3.23,-2.25,-1.69,-2.16
